stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station
6291,,"Kulokiškės",,54.64538,25.14395,http://www.stops.lt/vilnius/index.html#stop/2923,,
6282,,"Liudvinava",,54.64716,25.12816,http://www.stops.lt/vilnius/index.html#stop/2936,,
6283,,"Liudvinava",,54.64705,25.12837,http://www.stops.lt/vilnius/index.html#stop/2935,,
6286,,"Mūrinė Vokė",,54.64828,25.12176,http://www.stops.lt/vilnius/index.html#stop/3901,,
6601,,"Gariūnų st.",,54.65590,25.14866,http://www.stops.lt/vilnius/index.html#stop/2942,,
6602,,"Gariūnų st.",,54.65296,25.15455,http://www.stops.lt/vilnius/index.html#stop/2943,,
4455,,"Prekybos bazė",,54.65806,25.13807,http://www.stops.lt/vilnius/index.html#stop/2939,,
5564,,"Valkininkų st.",,54.64395,25.19972,http://www.stops.lt/vilnius/index.html#stop/2901,,
357,,"Aukštieji Paneriai",,54.63135,25.17403,http://www.stops.lt/vilnius/index.html#stop/2906,,
6278,,"Asfalto st.",,54.64480,25.13449,http://www.stops.lt/vilnius/index.html#stop/2920,,
6279,,"Asfalto st.",,54.64519,25.13463,http://www.stops.lt/vilnius/index.html#stop/2921,,
6276,,"Liudvinavo st.",,54.64015,25.13522,http://www.stops.lt/vilnius/index.html#stop/2919,,
6277,,"Liudvinavo st.",,54.64067,25.13522,http://www.stops.lt/vilnius/index.html#stop/2918,,
6273,,"Šešėlių st.",,54.63715,25.13563,http://www.stops.lt/vilnius/index.html#stop/2917,,
6274,,"Šešėlių st.",,54.63760,25.13566,http://www.stops.lt/vilnius/index.html#stop/2916,,
6270,,"Žarijų st.",,54.63239,25.14007,http://www.stops.lt/vilnius/index.html#stop/2914,,
6271,,"Žarijų st.",,54.63223,25.14053,http://www.stops.lt/vilnius/index.html#stop/2915,,
9776,,"Galvės st.",,54.63257,25.15107,http://www.stops.lt/vilnius/index.html#stop/2908,,
9626,,"Mūrinė Vokė",,54.64838,25.12157,http://www.stops.lt/vilnius/index.html#stop/3911,,
9627,,"Stasio Krasausko st.",,54.64433,25.09079,http://www.stops.lt/vilnius/index.html#stop/3912,,
9628,,"Stasio Krasausko st.",,54.64446,25.09120,http://www.stops.lt/vilnius/index.html#stop/3913,,
8784,,"Aukštieji Paneriai",,54.63126,25.17376,http://www.stops.lt/vilnius/index.html#stop/2945,,
4479,,"Naujosios Gineitiškės",,54.73594,25.20155,http://www.stops.lt/vilnius/index.html#stop/4407,,
7395,,"Naujosios Gineitiškės",,54.73583,25.20248,http://www.stops.lt/vilnius/index.html#stop/4411,,
6032,,"Grigaičiai",,54.68083,25.41321,http://www.stops.lt/vilnius/index.html#stop/5160,,
4965,,"Grigaičių žiedas",,54.66430,25.41555,http://www.stops.lt/vilnius/index.html#stop/5163,,
6029,,"Jaunimo st.",,54.66994,25.41217,http://www.stops.lt/vilnius/index.html#stop/5161,,
6030,,"Jaunimo st.",,54.66979,25.41227,http://www.stops.lt/vilnius/index.html#stop/5162,,
7356,,"Karklėnai",,54.67565,25.41443,http://www.stops.lt/vilnius/index.html#stop/5194,,
7357,,"Karklėnai",,54.67586,25.41456,http://www.stops.lt/vilnius/index.html#stop/5195,,
6603,,"Kunigiškių st.",,54.67047,25.09309,http://www.stops.lt/vilnius/index.html#stop/4102,,
4320,,"Kovo 11-osios st.",,54.67498,25.08719,http://www.stops.lt/vilnius/index.html#stop/4101,,
9834,,"Salos",,54.66833,25.10068,http://www.stops.lt/vilnius/index.html#stop/4104,,
8944,,"Šviesos st.",,54.66953,25.09644,http://www.stops.lt/vilnius/index.html#stop/4103,,
9614,,"Grigiškių žiedas",,54.67362,25.08231,http://www.stops.lt/vilnius/index.html#stop/4114,,
9484,,"Kranto st.",,54.67349,25.08072,http://www.stops.lt/vilnius/index.html#stop/4112,,
9615,,"Kranto st.",,54.67329,25.08022,http://www.stops.lt/vilnius/index.html#stop/4115,,
9485,,"Žalioji st.",,54.66999,25.07720,http://www.stops.lt/vilnius/index.html#stop/4113,,
9616,,"Žalioji st.",,54.66959,25.07668,http://www.stops.lt/vilnius/index.html#stop/4116,,
9082,,"Grigiškės",,54.67284,25.09011,http://www.stops.lt/vilnius/index.html#stop/4105,,
9109,,"Neravų st.",,54.66835,25.11215,http://www.stops.lt/vilnius/index.html#stop/4106,,
9471,,"1-ieji Juodšiliai",,54.58541,25.24924,http://www.stops.lt/vilnius/index.html#stop/2723,,
9472,,"1-ieji Juodšiliai",,54.58528,25.24828,http://www.stops.lt/vilnius/index.html#stop/2724,,
9571,,"2-ieji Juodšiliai",,54.58512,25.26395,http://www.stops.lt/vilnius/index.html#stop/2728,,
9572,,"2-ieji Juodšiliai",,54.58496,25.26334,http://www.stops.lt/vilnius/index.html#stop/2729,,
5063,,"Justiniškės",,54.71754,25.22209,http://www.stops.lt/vilnius/index.html#stop/3209,,
6580,,"Justiniškės",,54.71652,25.22085,http://www.stops.lt/vilnius/index.html#stop/3211,,
6581,,"Lūžiai",,54.71080,25.21661,http://www.stops.lt/vilnius/index.html#stop/3214,,
6582,,"Lūžiai",,54.71164,25.21772,http://www.stops.lt/vilnius/index.html#stop/1804,,
542,,"Pumpėnų st.",,54.72239,25.22192,http://www.stops.lt/vilnius/index.html#stop/3201,,
5060,,"Taikos st.",,54.72060,25.22263,http://www.stops.lt/vilnius/index.html#stop/3204,,
5140,,"Taikos st.",,54.72159,25.22279,http://www.stops.lt/vilnius/index.html#stop/3202,,
7001,,"Justiniškės",,54.71676,25.22203,http://www.stops.lt/vilnius/index.html#stop/1801,,
5137,,"Rygos st.",,54.71647,25.22962,http://www.stops.lt/vilnius/index.html#stop/3218,,
6995,,"Atžalyno st.",,54.71826,25.21413,http://www.stops.lt/vilnius/index.html#stop/3208,,
6996,,"Atžalyno st.",,54.71929,25.21426,http://www.stops.lt/vilnius/index.html#stop/3207,,
6990,,"Justiniškių žiedas",,54.70933,25.21334,http://www.stops.lt/vilnius/index.html#stop/3216,,
6998,,"Mykolo Biržiškos gimnazija",,54.72133,25.21843,http://www.stops.lt/vilnius/index.html#stop/3206,,
6999,,"Mykolo Biržiškos gimnazija",,54.72153,25.21716,http://www.stops.lt/vilnius/index.html#stop/3205,,
6992,,"Šiaurinė st.",,54.71497,25.21486,http://www.stops.lt/vilnius/index.html#stop/3213,,
6993,,"Šiaurinė st.",,54.71554,25.21511,http://www.stops.lt/vilnius/index.html#stop/3212,,
7005,,"Taikos st.",,54.72126,25.22162,http://www.stops.lt/vilnius/index.html#stop/3203,,
9593,,"Kalnėnai",,54.65480,25.33203,http://www.stops.lt/vilnius/index.html#stop/4016,,
9659,,"Kalnėnai",,54.65502,25.33219,http://www.stops.lt/vilnius/index.html#stop/4020,,
5651,,"Karoliniškės",,54.69244,25.21631,http://www.stops.lt/vilnius/index.html#stop/1707,,
6649,,"Karoliniškės",,54.69279,25.21733,http://www.stops.lt/vilnius/index.html#stop/1706,,
5646,,"Laisvės prospektas",,54.69635,25.21992,http://www.stops.lt/vilnius/index.html#stop/1703,,
6643,,"Laisvės prospektas",,54.69752,25.22123,http://www.stops.lt/vilnius/index.html#stop/1702,,
1004,,"Televizijos bokštas",,54.69092,25.21486,http://www.stops.lt/vilnius/index.html#stop/1708,,
5656,,"Televizijos bokštas",,54.68996,25.21260,http://www.stops.lt/vilnius/index.html#stop/1709,,
1071,,"Vaivorykštės st.",,54.68519,25.20766,http://www.stops.lt/vilnius/index.html#stop/1714,,
5668,,"Vaivorykštės st.",,54.68430,25.20695,http://www.stops.lt/vilnius/index.html#stop/1715,,
351,,"Atminties st.",,54.68715,25.20713,http://www.stops.lt/vilnius/index.html#stop/1712,,
5920,,"Atminties st.",,54.68674,25.20650,http://www.stops.lt/vilnius/index.html#stop/1713,,
596,,"Karoliniškių poliklinika",,54.69344,25.21524,http://www.stops.lt/vilnius/index.html#stop/1705,,
5915,,"Karoliniškių poliklinika",,54.69283,25.21416,http://www.stops.lt/vilnius/index.html#stop/1704,,
5923,,"Pasakų parkas",,54.68477,25.20559,http://www.stops.lt/vilnius/index.html#stop/1717,,
5924,,"Pasakų parkas",,54.68461,25.20607,http://www.stops.lt/vilnius/index.html#stop/1716,,
5919,,"Ugniagesių st.",,54.68951,25.20904,http://www.stops.lt/vilnius/index.html#stop/1711,,
6400,,"Ugniagesių st.",,54.69021,25.21068,http://www.stops.lt/vilnius/index.html#stop/1710,,
10130,,"Loretos Asanavičiūtės st.",,54.68318,25.19942,http://www.stops.lt/vilnius/index.html#stop/1661,,
10131,,"Loretos Asanavičiūtės st.",,54.68332,25.19908,http://www.stops.lt/vilnius/index.html#stop/1662,,
5971,,"Kineliai",,54.59737,25.31626,http://www.stops.lt/vilnius/index.html#stop/4326,,
5972,,"Kineliai",,54.59755,25.31573,http://www.stops.lt/vilnius/index.html#stop/4325,,
410,,"Dariaus ir Girėno st.",,54.64755,25.27318,http://www.stops.lt/vilnius/index.html#stop/2608,,
5182,,"Dariaus ir Girėno st.",,54.64719,25.27313,http://www.stops.lt/vilnius/index.html#stop/2607,,
5180,,"Eišiškių plentas",,54.65129,25.27177,http://www.stops.lt/vilnius/index.html#stop/2603,,
5181,,"Eišiškių plentas",,54.65148,25.27186,http://www.stops.lt/vilnius/index.html#stop/2604,,
5184,,"Felikso Vaitkaus st.",,54.64352,25.27401,http://www.stops.lt/vilnius/index.html#stop/2612,,
588,,"Kirtimai",,54.63684,25.27461,http://www.stops.lt/vilnius/index.html#stop/2618,,
5193,,"Kirtimai",,54.63748,25.27466,http://www.stops.lt/vilnius/index.html#stop/2619,,
690,,"Kirtimų geležinkelio stotis",,54.62953,25.27220,http://www.stops.lt/vilnius/index.html#stop/2622,,
493,,"Tiekimo st.",,54.63206,25.27312,http://www.stops.lt/vilnius/index.html#stop/2620,,
5194,,"Tiekimo st.",,54.63323,25.27323,http://www.stops.lt/vilnius/index.html#stop/2621,,
6961,,"Dilgynė",,54.63435,25.25372,http://www.stops.lt/vilnius/index.html#stop/2628,,
5304,,"Eišiškių plentas",,54.64925,25.26784,http://www.stops.lt/vilnius/index.html#stop/2601,,
5305,,"Eišiškių plentas",,54.64970,25.26853,http://www.stops.lt/vilnius/index.html#stop/2602,,
6947,,"Hidrogeologijos st.",,54.64344,25.26321,http://www.stops.lt/vilnius/index.html#stop/2614,,
6948,,"Hidrogeologijos st.",,54.64295,25.26267,http://www.stops.lt/vilnius/index.html#stop/2615,,
5307,,"Metalo st.",,54.64632,25.26573,http://www.stops.lt/vilnius/index.html#stop/2606,,
6949,,"Verslo st.",,54.63898,25.25882,http://www.stops.lt/vilnius/index.html#stop/2625,,
6950,,"Verslo st.",,54.63933,25.25934,http://www.stops.lt/vilnius/index.html#stop/2624,,
5316,,"Meistrų st.",,54.63085,25.25945,http://www.stops.lt/vilnius/index.html#stop/2639,,
5317,,"Čigonų st.",,54.63078,25.26474,http://www.stops.lt/vilnius/index.html#stop/2640,,
491,,"Geologų st.",,54.63974,25.26680,http://www.stops.lt/vilnius/index.html#stop/2616,,
5313,,"Geologų st.",,54.63868,25.26684,http://www.stops.lt/vilnius/index.html#stop/2617,,
5315,,"Katilinė",,54.63486,25.26604,http://www.stops.lt/vilnius/index.html#stop/2623,,
5310,,"Metalo st.",,54.64556,25.26567,http://www.stops.lt/vilnius/index.html#stop/2609,,
5319,,"Elektros st.",,54.63389,25.25658,http://www.stops.lt/vilnius/index.html#stop/2627,,
5188,,"Oro uostas",,54.64289,25.27951,http://www.stops.lt/vilnius/index.html#stop/2613,,
4290,,"Paštas",,54.63581,25.27655,http://www.stops.lt/vilnius/index.html#stop/2641,,
7817,,"Rodūnios kelias",,54.64191,25.27778,http://www.stops.lt/vilnius/index.html#stop/2644,,
7820,,"Rodūnios kelias",,54.64168,25.27789,http://www.stops.lt/vilnius/index.html#stop/2645,,
8240,,"Felikso Vaitkaus st.",,54.64406,25.27373,http://www.stops.lt/vilnius/index.html#stop/2611,,
8347,,"Dilgynė",,54.63490,25.25412,http://www.stops.lt/vilnius/index.html#stop/2630,,
8339,,"Metalo st.",,54.64581,25.26501,http://www.stops.lt/vilnius/index.html#stop/2605,,
9729,,"Meistrų st.",,54.63073,25.25939,http://www.stops.lt/vilnius/index.html#stop/2651,,
9731,,"Čigonų st.",,54.63079,25.26495,http://www.stops.lt/vilnius/index.html#stop/2653,,
9730,,"Katilinė",,54.63488,25.26621,http://www.stops.lt/vilnius/index.html#stop/2652,,
9728,,"Elektros st.",,54.63355,25.25626,http://www.stops.lt/vilnius/index.html#stop/2650,,
9276,,"Paštas",,54.63595,25.27704,http://www.stops.lt/vilnius/index.html#stop/2649,,
9226,,"Rodūnios sodų st.",,54.63249,25.27778,http://www.stops.lt/vilnius/index.html#stop/2648,,
7874,,"Kuprioniškės",,54.64104,25.33163,http://www.stops.lt/vilnius/index.html#stop/5178,,
616,,"Kinologijos centras",,54.64878,25.32131,http://www.stops.lt/vilnius/index.html#stop/4002,,
9682,,"Vyturių st.",,54.63744,25.32758,http://www.stops.lt/vilnius/index.html#stop/4355,,
329,,"Akacijų st.",,54.67818,25.20273,http://www.stops.lt/vilnius/index.html#stop/1612,,
5672,,"Akacijų st.",,54.67792,25.20181,http://www.stops.lt/vilnius/index.html#stop/1613,,
5693,,"Architektų st.",,54.67343,25.21451,http://www.stops.lt/vilnius/index.html#stop/1619,,
5694,,"Architektų st.",,54.67313,25.21339,http://www.stops.lt/vilnius/index.html#stop/1643,,
5701,,"Ąžuolo st.",,54.67994,25.21765,http://www.stops.lt/vilnius/index.html#stop/1606,,
5702,,"Ąžuolo st.",,54.67934,25.21701,http://www.stops.lt/vilnius/index.html#stop/1605,,
7350,,"Erfurto st.",,54.67448,25.20080,http://www.stops.lt/vilnius/index.html#stop/5193,,
4395,,"Paukščių takas",,54.67969,25.20717,http://www.stops.lt/vilnius/index.html#stop/1646,,
5697,,"Riešutų st.",,54.67645,25.21607,http://www.stops.lt/vilnius/index.html#stop/1620,,
5698,,"Riešutų st.",,54.67600,25.21556,http://www.stops.lt/vilnius/index.html#stop/1645,,
5703,,"Ryto st.",,54.68215,25.21371,http://www.stops.lt/vilnius/index.html#stop/1607,,
5704,,"Ryto st.",,54.68268,25.21309,http://www.stops.lt/vilnius/index.html#stop/1608,,
5691,,"Šalnos st.",,54.67281,25.20703,http://www.stops.lt/vilnius/index.html#stop/1618,,
5692,,"Šalnos st.",,54.67307,25.20607,http://www.stops.lt/vilnius/index.html#stop/1642,,
639,,"Bukčiai",,54.65501,25.19563,http://www.stops.lt/vilnius/index.html#stop/1634,,
6390,,"Neužmirštuolių st.",,54.65851,25.20373,http://www.stops.lt/vilnius/index.html#stop/1633,,
6391,,"Neužmirštuolių st.",,54.65772,25.20194,http://www.stops.lt/vilnius/index.html#stop/1632,,
6388,,"Ratilių st.",,54.66448,25.21395,http://www.stops.lt/vilnius/index.html#stop/1648,,
6389,,"Ratilių st.",,54.66500,25.21427,http://www.stops.lt/vilnius/index.html#stop/1647,,
7722,,"Užutekio st.",,54.65909,25.20703,http://www.stops.lt/vilnius/index.html#stop/1649,,
7723,,"Užutekio st.",,54.65911,25.20771,http://www.stops.lt/vilnius/index.html#stop/1650,,
437,,"Erfurto st.",,54.67356,25.20102,http://www.stops.lt/vilnius/index.html#stop/1617,,
7341,,"Erfurto st.",,54.67357,25.20062,http://www.stops.lt/vilnius/index.html#stop/5189,,
6317,,"Lazdynai",,54.67757,25.21236,http://www.stops.lt/vilnius/index.html#stop/1640,,
6318,,"Lazdynai",,54.67778,25.21233,http://www.stops.lt/vilnius/index.html#stop/1611,,
783,,"Lazdynų seniūnija",,54.67520,25.20412,http://www.stops.lt/vilnius/index.html#stop/1615,,
6320,,"Lazdynų seniūnija",,54.67473,25.20258,http://www.stops.lt/vilnius/index.html#stop/1616,,
756,,"Oslo st.",,54.67009,25.19775,http://www.stops.lt/vilnius/index.html#stop/1622,,
3589,,"Žėručio st.",,54.67661,25.20840,http://www.stops.lt/vilnius/index.html#stop/1641,,
6319,,"Žėručio st.",,54.67642,25.20696,http://www.stops.lt/vilnius/index.html#stop/1614,,
6337,,"Eigulių st.",,54.66900,25.23547,http://www.stops.lt/vilnius/index.html#stop/2401,,
6338,,"Eigulių st.",,54.66935,25.23571,http://www.stops.lt/vilnius/index.html#stop/0608,,
6461,,"Lazdynai",,54.67891,25.21331,http://www.stops.lt/vilnius/index.html#stop/1609,,
6648,,"Lazdynai",,54.67926,25.21329,http://www.stops.lt/vilnius/index.html#stop/1610,,
720,,"Miškiniai",,54.67119,25.22725,http://www.stops.lt/vilnius/index.html#stop/1601,,
721,,"Miškiniai",,54.67093,25.22641,http://www.stops.lt/vilnius/index.html#stop/1602,,
790,,"Parodų rūmai",,54.67561,25.22250,http://www.stops.lt/vilnius/index.html#stop/1603,,
6333,,"Parodų rūmai",,54.67577,25.22186,http://www.stops.lt/vilnius/index.html#stop/1604,,
6460,,"Paukščių takas",,54.68065,25.20884,http://www.stops.lt/vilnius/index.html#stop/1636,,
6462,,"Paukščių takas",,54.68085,25.20922,http://www.stops.lt/vilnius/index.html#stop/1635,,
7560,,"Oslo st.",,54.66980,25.19806,http://www.stops.lt/vilnius/index.html#stop/1623,,
3560,,"Žaros st.",,54.66649,25.19576,http://www.stops.lt/vilnius/index.html#stop/1638,,
7171,,"Žaros st.",,54.66672,25.19581,http://www.stops.lt/vilnius/index.html#stop/1637,,
6350,,"Lazdynų ligoninė",,54.67031,25.20903,http://www.stops.lt/vilnius/index.html#stop/1626,,
6351,,"Lazdynų ligoninė",,54.67050,25.20809,http://www.stops.lt/vilnius/index.html#stop/1624,,
6352,,"Šiltnamių st.",,54.67091,25.21479,http://www.stops.lt/vilnius/index.html#stop/1629,,
6353,,"Šiltnamių st.",,54.67107,25.21428,http://www.stops.lt/vilnius/index.html#stop/1628,,
6379,,"Jonažolių st.",,54.66985,25.20846,http://www.stops.lt/vilnius/index.html#stop/1627,,
6381,,"Jonažolių st.",,54.66993,25.20743,http://www.stops.lt/vilnius/index.html#stop/1625,,
4945,,"Lazdynų ligoninė",,54.66907,25.20662,http://www.stops.lt/vilnius/index.html#stop/5158,,
6401,,"Oslo st.",,54.67012,25.19933,http://www.stops.lt/vilnius/index.html#stop/1653,,
6387,,"Pakalnučių st.",,54.66911,25.21298,http://www.stops.lt/vilnius/index.html#stop/1630,,
8328,,"Bijūnų st.",,54.66721,25.21596,http://www.stops.lt/vilnius/index.html#stop/1651,,
9635,,"Gudeliai",,54.67579,25.19289,http://www.stops.lt/vilnius/index.html#stop/1655,,
9636,,"Gudeliai",,54.67558,25.19308,http://www.stops.lt/vilnius/index.html#stop/1656,,
8702,,"Lazdynėliai",,54.66257,25.19236,http://www.stops.lt/vilnius/index.html#stop/1652,,
9466,,"Monikos Mironaitės st.",,54.68060,25.18942,http://www.stops.lt/vilnius/index.html#stop/1654,,
9961,,"Monikos Mironaitės st.",,54.68063,25.18915,http://www.stops.lt/vilnius/index.html#stop/1657,,
9966,,"Bijūnų st.",,54.66764,25.21652,http://www.stops.lt/vilnius/index.html#stop/1660,,
9965,,"Šiltnamių žiedas",,54.66708,25.22145,http://www.stops.lt/vilnius/index.html#stop/1659,,
10264,,"Ungurių st.",,54.65357,25.20820,http://www.stops.lt/vilnius/index.html#stop/1663,,
9685,,"Kilimų fabrikas",,54.65324,25.04682,http://www.stops.lt/vilnius/index.html#stop/3000,,
9690,,"Kilimų fabrikas",,54.65495,25.04564,http://www.stops.lt/vilnius/index.html#stop/3004,,
9398,,"Lentvaris",,54.64535,25.05303,http://www.stops.lt/vilnius/index.html#stop/2999,,
9692,,"1-asis Lentvaris",,54.64434,25.06379,http://www.stops.lt/vilnius/index.html#stop/3907,,
9618,,"Lentvaris",,54.64505,25.05363,http://www.stops.lt/vilnius/index.html#stop/3003,,
9686,,"Naujasis Lentvaris",,54.65800,25.05965,http://www.stops.lt/vilnius/index.html#stop/3001,,
9688,,"Naujasis Lentvaris",,54.65791,25.05903,http://www.stops.lt/vilnius/index.html#stop/3002,,
9689,,"Vandenų st.",,54.65780,25.04836,http://www.stops.lt/vilnius/index.html#stop/3005,,
5966,,"Basiukai",,54.61206,25.31046,http://www.stops.lt/vilnius/index.html#stop/4011,,
5967,,"Basiukai",,54.61052,25.31098,http://www.stops.lt/vilnius/index.html#stop/4012,,
5968,,"Katiliškės",,54.60443,25.31308,http://www.stops.lt/vilnius/index.html#stop/4014,,
5969,,"Katiliškės",,54.60612,25.31308,http://www.stops.lt/vilnius/index.html#stop/4013,,
5955,,"Kelininkų st.",,54.64917,25.30266,http://www.stops.lt/vilnius/index.html#stop/2633,,
5996,,"Kelininkų st.",,54.65048,25.30308,http://www.stops.lt/vilnius/index.html#stop/4003,,
646,,"Lydos st.",,54.62535,25.30561,http://www.stops.lt/vilnius/index.html#stop/4015,,
5960,,"Lydos st.",,54.62522,25.30547,http://www.stops.lt/vilnius/index.html#stop/2636,,
5958,,"Miško parkas",,54.63671,25.30307,http://www.stops.lt/vilnius/index.html#stop/2635,,
5995,,"Miško parkas",,54.63609,25.30331,http://www.stops.lt/vilnius/index.html#stop/4005,,
5956,,"Šalčininkų kryptis",,54.64398,25.30273,http://www.stops.lt/vilnius/index.html#stop/2634,,
5957,,"Šalčininkų kryptis",,54.64484,25.30285,http://www.stops.lt/vilnius/index.html#stop/4004,,
5964,,"Svirno st.",,54.61725,25.30824,http://www.stops.lt/vilnius/index.html#stop/4010,,
5965,,"Svirno st.",,54.61865,25.30796,http://www.stops.lt/vilnius/index.html#stop/4009,,
5953,,"Žirnių st.",,54.65307,25.30270,http://www.stops.lt/vilnius/index.html#stop/2632,,
6118,,"Žirnių st.",,54.65392,25.30396,http://www.stops.lt/vilnius/index.html#stop/4001,,
9568,,"Miškinių sodai",,54.58885,25.23720,http://www.stops.lt/vilnius/index.html#stop/2726,,
9570,,"Miškinių sodai",,54.58871,25.23740,http://www.stops.lt/vilnius/index.html#stop/2727,,
939,,"Stotis",,54.67110,25.28443,http://www.stops.lt/vilnius/index.html#stop/0530,,
3590,,"Stotis",,54.67106,25.28399,http://www.stops.lt/vilnius/index.html#stop/0530d,,
3617,,"Stotis",,54.67085,25.28336,http://www.stops.lt/vilnius/index.html#stop/0530c,,
4266,,"Stotis",,54.67108,25.28420,http://www.stops.lt/vilnius/index.html#stop/0530f,,
5156,,"Stotis",,54.67025,25.28349,http://www.stops.lt/vilnius/index.html#stop/0530n,,
5300,,"Stotis",,54.67071,25.28490,http://www.stops.lt/vilnius/index.html#stop/0530a,,
5301,,"Stotis",,54.67112,25.28467,http://www.stops.lt/vilnius/index.html#stop/0530b,,
7914,,"Stotis",,54.67077,25.28326,http://www.stops.lt/vilnius/index.html#stop/0530x,,
7576,,"Stotis",,54.66824,25.27636,http://www.stops.lt/vilnius/index.html#stop/0548,,
5524,,"Algirdo st.",,54.68197,25.26820,http://www.stops.lt/vilnius/index.html#stop/0501,,
6840,,"Algirdo st.",,54.68145,25.26640,http://www.stops.lt/vilnius/index.html#stop/0502,,
5166,,"„Sparta“",,54.67191,25.27022,http://www.stops.lt/vilnius/index.html#stop/0521,,
5167,,"„Sparta“",,54.67180,25.26847,http://www.stops.lt/vilnius/index.html#stop/0519,,
5160,,"Aguonų st.",,54.67263,25.27852,http://www.stops.lt/vilnius/index.html#stop/0415,,
6650,,"Aguonų st.",,54.67284,25.27736,http://www.stops.lt/vilnius/index.html#stop/0414,,
6362,,"Naujamiestis",,54.67043,25.26121,http://www.stops.lt/vilnius/index.html#stop/0517,,
6363,,"Naujamiestis",,54.67049,25.26260,http://www.stops.lt/vilnius/index.html#stop/0518,,
5655,,"Naugarduko st.",,54.67051,25.26018,http://www.stops.lt/vilnius/index.html#stop/0516,,
5645,,"Švitrigailos st.",,54.67424,25.26792,http://www.stops.lt/vilnius/index.html#stop/0512,,
5649,,"Vytenio st.",,54.67185,25.26233,http://www.stops.lt/vilnius/index.html#stop/0514,,
6852,,"Vytenio st.",,54.67342,25.26607,http://www.stops.lt/vilnius/index.html#stop/0513,,
5549,,"„Lelija“",,54.66815,25.26369,http://www.stops.lt/vilnius/index.html#stop/0523,,
5552,,"Smolensko st.",,54.66742,25.26005,http://www.stops.lt/vilnius/index.html#stop/0525,,
5553,,"Smolensko st.",,54.66714,25.25911,http://www.stops.lt/vilnius/index.html#stop/0526,,
5579,,"Simono Konarskio st.",,54.67986,25.25964,http://www.stops.lt/vilnius/index.html#stop/0507,,
5580,,"Simono Konarskio st.",,54.67947,25.25932,http://www.stops.lt/vilnius/index.html#stop/0506,,
6343,,"Vingis",,54.67719,25.25438,http://www.stops.lt/vilnius/index.html#stop/0509,,
6842,,"Vingis",,54.67754,25.25555,http://www.stops.lt/vilnius/index.html#stop/0508,,
3616,,"Stotis",,54.67115,25.28328,http://www.stops.lt/vilnius/index.html#stop/0530e,,
4267,,"Stotis",,54.67147,25.28327,http://www.stops.lt/vilnius/index.html#stop/0530k,,
7573,,"Stotis",,54.67145,25.28297,http://www.stops.lt/vilnius/index.html#stop/0546,,
5168,,"„Sparta“",,54.67262,25.26932,http://www.stops.lt/vilnius/index.html#stop/0520,,
7435,,"„Sparta“",,54.67241,25.26938,http://www.stops.lt/vilnius/index.html#stop/0520a,,
7851,,"„Sparta“",,54.67111,25.26955,http://www.stops.lt/vilnius/index.html#stop/0522a,,
5266,,"Mikalojaus Konstantino Čiurlionio st.",,54.68082,25.26548,http://www.stops.lt/vilnius/index.html#stop/0504,,
5272,,"Taraso Ševčenkos st.",,54.67694,25.26749,http://www.stops.lt/vilnius/index.html#stop/0511,,
6853,,"Taraso Ševčenkos st.",,54.67869,25.26718,http://www.stops.lt/vilnius/index.html#stop/0510,,
683,,"Mikalojaus Konstantino Čiurlionio st.",,54.68160,25.26471,http://www.stops.lt/vilnius/index.html#stop/0505,,
5267,,"Mikalojaus Konstantino Čiurlionio st.",,54.68203,25.26526,http://www.stops.lt/vilnius/index.html#stop/0503,,
640,,"„Lelija“",,54.66967,25.26711,http://www.stops.lt/vilnius/index.html#stop/0531,,
6365,,"Statybininkų st.",,54.67274,25.25565,http://www.stops.lt/vilnius/index.html#stop/0515,,
8262,,"Stotis",,54.67066,25.28313,http://www.stops.lt/vilnius/index.html#stop/0530g,,
8263,,"Stotis",,54.67053,25.28296,http://www.stops.lt/vilnius/index.html#stop/0530m,,
8264,,"Stotis",,54.67115,25.28513,http://www.stops.lt/vilnius/index.html#stop/0530p,,
8309,,"Burbiškės",,54.66674,25.25287,http://www.stops.lt/vilnius/index.html#stop/0527,,
9642,,"Migracijos valdyba",,54.66791,25.25526,http://www.stops.lt/vilnius/index.html#stop/0536,,
9701,,"Migracijos valdyba",,54.66995,25.25839,http://www.stops.lt/vilnius/index.html#stop/0535,,
5175,,"Naujininkai",,54.66084,25.27320,http://www.stops.lt/vilnius/index.html#stop/1501,,
5200,,"Naujininkai",,54.66275,25.27418,http://www.stops.lt/vilnius/index.html#stop/1502,,
7414,,"Naujininkai",,54.66238,25.27402,http://www.stops.lt/vilnius/index.html#stop/1517,,
5173,,"Prūsų st.",,54.66522,25.27281,http://www.stops.lt/vilnius/index.html#stop/1503,,
6854,,"Prūsų st.",,54.66505,25.27316,http://www.stops.lt/vilnius/index.html#stop/1504,,
6012,,"Dzūkų st.",,54.66528,25.27651,http://www.stops.lt/vilnius/index.html#stop/1505,,
6013,,"Dzūkų st.",,54.66582,25.27595,http://www.stops.lt/vilnius/index.html#stop/1506,,
6017,,"Merkinės st.",,54.66417,25.28719,http://www.stops.lt/vilnius/index.html#stop/1510,,
6018,,"Merkinės st.",,54.66421,25.28622,http://www.stops.lt/vilnius/index.html#stop/1511,,
6014,,"Rudaminos st.",,54.66428,25.28024,http://www.stops.lt/vilnius/index.html#stop/1507,,
